-4	1
-3.84	0
-3.68	0
-3.52	0
-3.36	1
-3.2	2
-3.04	1
-2.88	2
-2.72	1
-2.56	1
-2.4	0
-2.24	0
-2.08	2
-1.92	4
-1.76	2
-1.6	3
-1.44	4
-1.28	8
-1.12	6
-0.96	16
-0.8	14
-0.64	20
-0.48	35
-0.32	31
-0.16	45
0	45
0.16	43
0.32	34
0.48	25
0.64	20
0.8	19
0.96	12
1.12	7
1.28	3
1.44	2
1.6	2
1.76	1
1.92	2
2.08	2
2.24	0
2.4	1
2.56	1
2.72	1
2.88	0
3.04	0
3.2	1
3.36	0
3.52	0
3.68	0
3.84	0
4	0
