-0.055437	0.135449
-0.0286582	-0.0606605
-0.106381	0.508523
0.00780642	-0.0311593
0.481663	-1.27948
0.0578072	0.0092932

0.0382093	-0.0213231
-0.0355741	-0.0206799
9.72442	-0.105769
0.0216359	-0.0513408
-2.19469	-4.06554
3.79733	-2.07487

0.0651844	0.138807
0.0743788	0.157971
0.0672946	0.14845

0.0310523	-0.0216096

0.119218	-0.0429299

0.0452601	0.0129768

0.397275	0.803711
0.0496668	0.0514097
-0.100531	-0.273652
0.125784	0.216145
0.426882	0.867787
0.0791641	0.0260029
0.0634704	-0.0123646
-0.106883	-0.42884
0.0940569	0.0624128
0.0846088	0.0213133
0.0624019	0.0404406
0.0790508	0.0261005
0.0161673	-0.087728
0.0625469	-0.0138359
-0.0926495	-0.389383

0.0265426	-0.0253512
0.0884937	0.0392725
0.00794973	-0.0447462
0.0462967	-0.00474491
0.130694	0.0832938
0.0790231	0.0293933
0.0199963	-0.03218
0.000574645	-0.0524395
0.00471908	-0.0481163
-0.00720463	-0.0605544
-0.0807429	-0.137265
-8.77042	-9.20182
0.0661304	0.0159444
-0.304045	-0.370201
0.0520868	0.0392539
0.0166925	-0.0502637
0.0470962	0.0266318
0.0468327	0.0259654
0.0654914	0.073156
0.0226525	-0.03519
0.00452813	-0.0810291
-0.000401722	-0.0934975
0.014233	-0.0564841
0.1278	0.230744
0.0380119	0.00365633
0.0425701	0.0151846
0.0774444	0.103387
-0.125011	0.0391632
0.0474177	0.0392515
0.0662821	0.0392611
0.0759704	0.0392661
-0.0429991	0.0392052
-0.0121005	0.039221
0.0145757	0.0392347
0.51974	0.0394932
0.0192771	0.0392371
0.0720839	0.0392641
0.800832	0.0396371
0.0257724	0.0392404
0.0446868	-0.0679304
-0.0256179	-0.0235623
0.124737	-0.118449
0.060165	-0.0776985
-0.00129608	-0.0389114
0.00528884	-0.043067
0.0237009	-0.0546865
-0.0187618	-0.027889
-0.00218373	-0.0383512
-0.0807154	0.0112089
-0.025087	-0.0238973
0.0470836	0.0261369
0.0495918	0.124577
0.0448792	-0.0603769
0.0381568	-0.324215
0.0569959	0.415168
0.0451279	-0.0506183
0.0487422	0.0912331
0.0467433	0.0127813
