251.23	0.42218
252.45	0.46632
255.51	0.50037
258.58	0.53820
261.64	0.56972
264.09	0.60125
267.16	0.63277
270.83	0.67061
274.51	0.69961
278.19	0.72987
281.86	0.75888
286.15	0.78410
291.67	0.81436
298.41	0.84337
306.98	0.87111
317.40	0.89507
327.82	0.91398
338.23	0.92912
356.01	0.94551
370.10	0.95434
389.71	0.96064
400.00	0.96360
410.00	0.96270
420.00	0.96250
430.00	0.96110
440.00	0.95710
450.00	0.95530
460.00	0.95230
470.00	0.94960
480.00	0.94660
490.00	0.94430
500.00	0.94050
510.00	0.93750
520.00	0.93380
530.00	0.92900
540.00	0.92650
550.00	0.92130
560.00	0.91550
570.00	0.91180
580.00	0.90690
590.00	0.90030
600.00	0.89440
610.00	0.88850
620.00	0.88110
630.00	0.87390
640.00	0.86650
650.00	0.85840
660.00	0.84980
670.00	0.84030
680.00	0.83070
690.00	0.82160
700.00	0.81150
710.00	0.80070
720.00	0.78960
730.00	0.77940
740.00	0.76630
830     0.70
900     0.75
999     0.85
